periodo,credito_sector_privado,tipo_cambio,inflacion_ipc,pbi_desestacionalizado,fecha,creditos_sbs_millones,numero_entidades_sbs,hoja_sbs,url_sbs,fecha_dt,anio,trimestre,periodo_trimestral
Ene.2005,52789.38064142,3.26785714285714,3.03097911143629,83.076185978987,2005-01,69364.982,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Enero/B-2332-en2005.XLS,2005-01-01,2005,1,2005T1
Feb.2005,52925.03508328,3.25876,1.68486346916637,84.7443785929493,2005-02,69379.608,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Febrero/B-2332-fe2005.XLS,2005-02-01,2005,1,2005T1
Mar.2005,53447.90565674,3.25928095238095,1.87692373675019,82.4383166663078,2005-03,70227.884,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Marzo/B-2332-ma2005.XLS,2005-03-01,2005,1,2005T1
Abr.2005,54505.7817969,3.25795,2.02120797476034,84.5379693056899,2005-04,71984.212,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Abril/B-2332-ab2005.XLS,2005-04-01,2005,2,2005T2
May.2005,55552.114988,3.25499047619048,1.78991360320908,85.4047286850945,2005-05,73932.646,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Mayo/B-2332-my2005.XLS,2005-05-01,2005,2,2005T2
Jun.2005,56244.94075975,3.25299523809524,1.48619031469285,85.2863565757417,2005-06,75252.83,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Junio/B-2332-jn2005.XLS,2005-06-01,2005,2,2005T2
Jul.2005,56908.29569425,3.25213157894737,1.39655085833978,85.9444109656823,2005-07,76097.576,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Julio/B-2332-jl2005.XLS,2005-07-01,2005,3,2005T3
Ago.2005,57386.20651016,3.25767272727273,1.22409427378704,85.6791195518041,2005-08,76208.274,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Agosto/B-2332-ag2005.XLS,2005-08-01,2005,3,2005T3
Sep.2005,58036.17033738,3.30762727272727,1.11178638841314,86.5245707615074,2005-09,76912.232,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Setiembre/B-2332-se2005.XLS,2005-09-01,2005,3,2005T3
Oct.2005,59393.03781208,3.38044761904762,1.2822280924001,87.1234289716052,2005-10,78449.38,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Octubre/B-2332-oc2005.XLS,2005-10-01,2005,4,2005T4
Nov.2005,61500.54209649,3.37676190476191,1.06109171419654,89.0875532678117,2005-11,81699.718,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Noviembre/B-2332-no2005.XLS,2005-11-01,2005,4,2005T4
Dic.2005,63153.93758465,3.42449047619048,1.49426032513706,87.9121131862351,2005-12,83777.524,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2005/Diciembre/B-2332-di2005.XLS,2005-12-01,2005,4,2005T4
Ene.2006,60847.02724669,3.39319545454545,1.89928300065183,89.6057266309361,2006-01,79730.712,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Enero/B-2332-en2006.XLS,2006-01-01,2006,1,2006T1
Feb.2006,61543.41869986,3.288465,2.69892663277413,89.9481239292913,2006-02,80737.988,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Febrero/B-2332-fe2006.XLS,2006-02-01,2006,1,2006T1
Mar.2006,63269.31748864,3.34001739130435,2.50196392133908,91.6266066789985,2006-03,85013.678,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Marzo/B-2332-ma2006.XLS,2006-03-01,2006,1,2006T1
Abr.2006,63008.90905007,3.3313,2.90245879697595,90.8316629786575,2006-04,84956.702,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Abril/B-2332-ab2006.XLS,2006-04-01,2006,2,2006T2
May.2006,64081.24174922,3.27853636363636,2.23003569274239,90.9746543165763,2006-05,86792.464,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Mayo/B-2332-my2006.XLS,2006-05-01,2006,2,2006T2
Jun.2006,64706.03261014,3.26390952380952,1.82598470764676,91.8803909655891,2006-06,88236.724,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Junio/B-2332-jn2006.XLS,2006-06-01,2006,2,2006T2
Jul.2006,65276.02121596,3.243425,1.54620334004134,91.5394183789024,2006-07,88604.376,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Julio/B-2332-jl2006.XLS,2006-07-01,2006,3,2006T3
Ago.2006,65414.80957068,3.23479090909091,1.87067015257125,93.2506012930156,2006-08,88219.596,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Agosto/B-2332-ag2006.XLS,2006-08-01,2006,3,2006T3
Sep.2006,67154.729085,3.24791428571429,1.99470938591183,92.6041150857929,2006-09,90139.394,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Setiembre/B-2332-se2006.XLS,2006-09-01,2006,3,2006T3
Oct.2006,67818.07209439,3.23740909090909,1.8918527701293,93.6013059043123,2006-10,90680.22,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Octubre/B-2332-oc2006.XLS,2006-10-01,2006,4,2006T4
Nov.2006,69552.76464804,3.22249047619048,1.53527027131057,93.6957748663498,2006-11,92998.22,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Noviembre/B-2332-no2006.XLS,2006-11-01,2006,4,2006T4
Dic.2006,69433.815248,3.20508947368421,1.13748466302501,94.6343467920095,2006-12,95290.832,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2006/Diciembre/B-2332-di2006.XLS,2006-12-01,2006,4,2006T4
Ene.2007,69819.4704288,3.19266363636364,0.644192485593111,96.1704480882607,2007-01,95744.388,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Enero/B-2332-en2007.XLS,2007-01-01,2007,1,2007T1
Feb.2007,70717.51374107,3.19029,0.355106579631463,96.2881263161898,2007-02,96581.046,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Febrero/B-2332-fe2007.XLS,2007-02-01,2007,1,2007T1
Mar.2007,72596.32102162,3.18557727272727,0.246889470132424,97.8314819751364,2007-03,98942.05,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Marzo/B-2332-ma2007.XLS,2007-03-01,2007,1,2007T1
Abr.2007,74195.32338948,3.17824210526316,-0.0840423246943481,97.4418401983132,2007-04,101641.882,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Abril/B-2332-ab2007.XLS,2007-04-01,2007,2,2007T2
May.2007,75878.92549683,3.16761818181818,0.940332272525899,100.527037479075,2007-05,103862.728,12,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Mayo/B-2332-my2007.XLS,2007-05-01,2007,2,2007T2
Jun.2007,77226.43963749,3.170315,1.54903128174348,99.5749215128561,2007-06,110110.81,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Junio/B-2332-jn2007.XLS,2007-06-01,2007,2,2007T2
Jul.2007,78477.658902,3.16092272727273,2.20614337091199,100.210927651919,2007-07,112851.696,13,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Julio/B-2332-jl2007.XLS,2007-07-01,2007,3,2007T3
Ago.2007,79557.26584304,3.15747272727273,2.20365399385851,100.651163150322,2007-08,114808.182,14,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Agosto/B-2332-ag2007.XLS,2007-08-01,2007,3,2007T3
Sep.2007,80880.13052486,3.135545,2.80151716782047,100.978217436819,2007-09,116691.086,14,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Setiembre/B-2332-se2007.XLS,2007-09-01,2007,3,2007T3
Oct.2007,81454.493395,3.01942727272727,3.07919123254024,102.132121038679,2007-10,117335.022,14,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Octubre/B-2332-oc2007.XLS,2007-10-01,2007,4,2007T4
Nov.2007,85689.261382,3.00089047619048,3.48560650700319,103.674025022899,2007-11,124811.104,14,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Noviembre/B-2332-no2007.XLS,2007-11-01,2007,4,2007T4
Dic.2007,88191.467168,2.98104,3.92767933030371,104.519690129532,2007-12,129056.968,14,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2007/Diciembre/B-2332-di2007.XLS,2007-12-01,2007,4,2007T4
Ene.2008,88236.25958191,2.95016818181818,4.14862783419738,105.308133148231,2008-01,130857.848,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Enero/B-2332-en2008.XLS,2008-01-01,2008,1,2008T1
Feb.2008,88303.65711578,2.90505714285714,4.82129791165961,107.402329433869,2008-02,131325.814,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Febrero/B-2332-fe2008.XLS,2008-02-01,2008,1,2008T1
Mar.2008,86872.97808525,2.81029473684211,5.54520020212678,107.343803572593,2008-03,128802.88,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Marzo/B-2332-ma2008.XLS,2008-03-01,2008,1,2008T1
Abr.2008,90691.15923265,2.74765011303739,5.51992846176267,109.026491768101,2008-04,135054.212,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Abril/B-2332-ab2008.XLS,2008-04-01,2008,2,2008T2
May.2008,92479.41035036,2.8045,5.39142477174437,108.101418541177,2008-05,138371.718,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Mayo/B-2332-my2008.XLS,2008-05-01,2008,2,2008T2
Jun.2008,96859.05798422,2.89227619047619,5.70602688265523,110.014931554907,2008-06,145323.406,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Junio/B-2332-jn2008.XLS,2008-06-01,2008,2,2008T2
Jul.2008,96892.56973114,2.84752380952381,5.79011433632016,110.063367230517,2008-07,146133.27,18,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Julio/B-2332-jl2008.XLS,2008-07-01,2008,3,2008T3
Ago.2008,100571.89224765,2.8933380952381,6.26929843411577,109.691103459051,2008-08,152350.298,17,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Agosto/B-2332-ag2008.XLS,2008-08-01,2008,3,2008T3
Sep.2008,102725.42237586,2.96626363636364,6.22145226914745,110.7426674467,2008-09,156845.19,17,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Setiembre/B-2332-se2008.XLS,2008-09-01,2008,3,2008T3
Oct.2008,107686.6301157,3.07358636363636,6.53818099426607,110.43730592219,2008-10,167420.004,17,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Octubre/B-2332-oc2008.XLS,2008-10-01,2008,4,2008T4
Nov.2008,110721.9336351,3.09208888888889,6.74891008942323,110.531973336922,2008-11,173340.192,17,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Noviembre/B-2332-no2008.XLS,2008-11-01,2008,4,2008T4
Dic.2008,112728.05364628,3.11397,6.65020733404168,109.37708933771,2008-12,176808.86,17,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2008/Diciembre/B-2332-di2008.XLS,2008-12-01,2008,4,2008T4
Ene.2009,114337.09751056,3.15154210526316,6.52648290285566,110.369635699562,2009-01,176292.716,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Enero/B-2332-en2009.XLS,2009-01-01,2009,1,2009T1
Feb.2009,116001.921158,3.236695,5.4900016860933,109.706950954861,2009-02,179144.52,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Febrero/B-2332-fe2009.XLS,2009-02-01,2009,1,2009T1
Mar.2009,114749.7419878,3.17478636363636,4.77836275109507,108.478546892175,2009-03,176590.45,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Marzo/B-2332-ma2009.XLS,2009-03-01,2009,1,2009T1
Abr.2009,112559.40698639,3.084215,4.63691133716491,109.378452114632,2009-04,171019.916,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Abril/B-2332-ab2009.XLS,2009-04-01,2009,2,2009T2
May.2009,113943.63314136,2.99438,4.20687598406191,110.800279504928,2009-05,173478.652,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Mayo/B-2332-my2009.XLS,2009-05-01,2009,2,2009T2
Jun.2009,115198.31229094,2.99074761904762,3.05986285626567,107.023017551328,2009-06,174608.592,17,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Junio/B-2332-jn2009.XLS,2009-06-01,2009,2,2009T2
Jul.2009,115811.90843004,3.012625,2.68189445536994,108.611652967622,2009-07,175971.862,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Julio/B-2332-jl2009.XLS,2009-07-01,2009,3,2009T3
Ago.2009,115353.1735417,2.95068095238095,1.86741608176118,110.61198960687,2009-08,174632.992,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Agosto/B-2332-ag2009.XLS,2009-08-01,2009,3,2009T3
Sep.2009,114597.958762,2.90950909090909,1.20456775614771,110.928968872368,2009-09,171854.346,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Setiembre/B-2332-se2009.XLS,2009-09-01,2009,3,2009T3
Oct.2009,115909.9925559,2.872,0.711181735610848,112.091018593256,2009-10,173891.094,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Octubre/B-2332-oc2009.XLS,2009-10-01,2009,4,2009T4
Nov.2009,117996.14189088,2.8843,0.288402470011201,113.168139880958,2009-11,176731.168,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Noviembre/B-2332-no2009.XLS,2009-11-01,2009,4,2009T4
Dic.2009,119363.61136519,2.87757894736842,0.245316435650426,113.798278152966,2009-12,179195.58,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2009/Diciembre/B-2332-di2009.XLS,2009-12-01,2009,4,2009T4
Ene.2010,120129.76716614,2.856255,0.435718739101945,114.066790233887,2010-01,178418.816,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Enero/B-2332-en2010.XLS,2010-01-01,2010,1,2010T1
Feb.2010,121505.54801455,2.853985,0.835043257655835,115.262996368135,2010-02,180774.282,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Febrero/B-2332-fe2010.XLS,2010-02-01,2010,1,2010T1
Mar.2010,123443.01805136,2.83927826086957,0.755260569305348,116.784441379103,2010-03,183603.162,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Marzo/B-2332-ma2010.XLS,2010-03-01,2010,1,2010T1
Abr.2010,125852.1622044,2.8398,0.76165337907765,118.008785407794,2010-04,186910.13,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Abril/B-2332-ab2010.XLS,2010-04-01,2010,2,2010T2
May.2010,127792.87440496,2.84545238095238,1.04478015205456,119.065058648937,2010-05,191097.58,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Mayo/B-2332-my2010.XLS,2010-05-01,2010,2,2010T2
Jun.2010,129247.02656823,2.83802,1.64340671777881,121.016451371327,2010-06,193653.69,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Junio/B-2332-jn2010.XLS,2010-06-01,2010,2,2010T2
Jul.2010,131681.67741488,2.82301578947368,1.82325129296416,119.833063860523,2010-07,197071.04498,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Julio/B-2332-jl2010.XLS,2010-07-01,2010,3,2010T3
Ago.2010,131301.8252928,2.80184761904762,2.30885508267747,120.236261309806,2010-08,196347.083734,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Agosto/B-2332-ag2010.XLS,2010-08-01,2010,3,2010T3
Sep.2010,131487.02107419,2.79059090909091,2.36535673314101,122.041985141625,2010-09,195317.536,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Setiembre/B-2332-se2010.XLS,2010-09-01,2010,3,2010T3
Oct.2010,133094.1891632,2.79163,2.0950876960611,122.970312003998,2010-10,198087.3673,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Octubre/B-2332-oc2010.XLS,2010-10-01,2010,4,2010T4
Nov.2010,136324.56129984,2.80581904761905,2.21771157289207,123.231676736611,2010-11,203678.908992,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Noviembre/B-2332-no2010.XLS,2010-11-01,2010,4,2010T4
Dic.2010,138872.91252165,2.815455,2.07644423190308,122.028484466777,2010-12,206606.192436,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2010/Diciembre/B-2332-di2010.XLS,2010-12-01,2010,4,2010T4
Ene.2011,140589.21448914,2.78667142857143,2.17264229393742,124.493209014376,2011-01,208201.45261800004,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Enero/B-2332-en2011.XLS,2011-01-01,2011,1,2011T1
Feb.2011,142075.18980403,2.77041,2.23355858855512,124.455705720215,2011-02,211965.113774,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Febrero/B-2332-fe2011.XLS,2011-02-01,2011,1,2011T1
Mar.2011,146660.8696916,2.77950869565217,2.66342558533546,125.546888198792,2011-03,219451.518506,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Marzo/B-2332-ma2011.XLS,2011-03-01,2011,1,2011T1
Abr.2011,150299.61079506,2.81584210526316,3.33627077586349,127.139478536761,2011-04,227932.9801,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Abril/B-2332-ab2011.XLS,2011-04-01,2011,2,2011T2
May.2011,153638.15464345,2.77439047619048,3.06661988654443,125.646771654151,2011-05,233087.493174,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Mayo/B-2332-my2011.XLS,2011-05-01,2011,2,2011T2
Jun.2011,155060.683877,2.76382380952381,2.91065322504482,125.014390601825,2011-06,235195.249996,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Junio/B-2332-jn2011.XLS,2011-06-01,2011,2,2011T2
Jul.2011,157123.9245826,2.74140526315789,3.35053580984407,127.592427623666,2011-07,237178.92692000003,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Julio/B-2332-jl2011.XLS,2011-07-01,2011,3,2011T3
Ago.2011,158710.31575643,2.73951904761905,3.34775576236666,127.581692990738,2011-08,238988.789758,16,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Agosto/B-2332-ag2011.XLS,2011-08-01,2011,3,2011T3
Sep.2011,160175.39405399,2.74415,3.72632873848609,127.987491099409,2011-09,242912.24961800003,15,Hoja1,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Setiembre/B-2332-se2011.XLS,2011-09-01,2011,3,2011T3
Oct.2011,161259.00356345,2.73113,4.20058635305765,128.017422006078,2011-10,243313.574126,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Octubre/B-2332-oc2011.XLS,2011-10-01,2011,4,2011T4
Nov.2011,163448.9970518,2.70510476190476,4.64185930799761,129.133455224779,2011-11,246370.98739600004,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Noviembre/B-2332-no2011.XLS,2011-11-01,2011,4,2011T4
Dic.2011,166491.2947125,2.69617894736842,4.73842084248362,132.606320528935,2011-12,252351.037228,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2011/Diciembre/B-2332-di2011.XLS,2011-12-01,2011,4,2011T4
Ene.2012,168478.50528848,2.6925,4.22536434603765,130.800040238765,2012-01,254321.752604,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Enero/B-2332-en2012.XLS,2012-01-01,2012,1,2012T1
Feb.2012,169480.49920556,2.68327142857143,4.16575394297844,130.806109695367,2012-02,253847.7103,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Febrero/B-2332-fe2012.XLS,2012-02-01,2012,1,2012T1
Mar.2012,171788.78115255,2.67087272727273,4.23148743233747,133.194077246808,2012-03,257239.434586,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Marzo/B-2332-ma2012.XLS,2012-03-01,2012,1,2012T1
Abr.2012,172735.33267432,2.65662222222222,4.07684685836829,131.283680272894,2012-04,258634.70059,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Abril/B-2332-ab2012.XLS,2012-04-01,2012,2,2012T2
May.2012,177241.72270187,2.66973636363636,4.14239616822717,134.733309625153,2012-05,266280.324544,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Mayo/B-2332-my2012.XLS,2012-05-01,2012,2,2012T2
Jun.2012,179819.13209074,2.67096,4.00107094984338,135.183577772318,2012-06,270381.05676600005,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Junio/B-2332-jn2012.XLS,2012-06-01,2012,2,2012T2
Jul.2012,181123.09689461,2.63498571428571,3.27611476932365,135.719791317355,2012-07,272076.992046,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Julio/B-2332-jl2012.XLS,2012-07-01,2012,3,2012T3
Ago.2012,182418.70565092,2.61587619047619,3.52598073623202,136.461298836738,2012-08,274457.1722459999,18,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Agosto/B-2332-ag2012.XLS,2012-08-01,2012,3,2012T3
Sep.2012,184644.6323498,2.60267,3.74113621145945,137.375666612532,2012-09,277233.01703,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Setiembre/B-2332-se2012.XLS,2012-09-01,2012,3,2012T3
Oct.2012,185785.8750328,2.58766,3.24663026597157,136.934161246795,2012-10,278326.037024,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Octubre/B-2332-oc2012.XLS,2012-10-01,2012,4,2012T4
Nov.2012,187418.11727806,2.598605,2.66179188790001,136.929107520625,2012-11,282537.70221599995,18,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Noviembre/B-2332-no2012.XLS,2012-11-01,2012,4,2012T4
Dic.2012,189786.4767449,2.56656111111111,2.64936888071586,137.212652262184,2012-12,285602.70098999987,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2012/Diciembre/B-2332-di2012.XLS,2012-12-01,2012,4,2012T4
Ene.2013,190095.36363034,2.55217272727273,2.87207608956733,139.220843976578,2013-01,140558.343845,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Enero/B-2332-en2013.XLS,2013-01-01,2013,1,2013T1
Feb.2013,191252.52387351,2.57834736842105,2.44956221835028,139.692313609953,2013-02,141807.09018399997,16,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Febrero/B-2332-fe2013.XLS,2013-02-01,2013,1,2013T1
Mar.2013,193004.49590187,2.59417368421053,2.59182460056487,140.50289174793,2013-03,287436.30404200003,17,P010,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Marzo/B-2332-ma2013.XLS,2013-03-01,2013,1,2013T1
Abr.2013,196270.61000216,2.59806818181818,2.3069499256289,140.16300659789,2013-04,146112.99587600003,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Abril/B-2332-ab2013.XLS,2013-04-01,2013,2,2013T2
May.2013,198978.23225819,2.64571818181818,2.46477298011905,140.945792615766,2013-05,149741.1817,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Mayo/B-2332-my2013.XLS,2013-05-01,2013,2,2013T2
Jun.2013,204373.81705398,2.74848421052632,2.77073543850851,143.524738092231,2013-06,154080.975114,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Junio/B-2332-jn2013.XLS,2013-06-01,2013,2,2013T2
Jul.2013,207446.10347391,2.77688571428571,3.24112353098976,143.141670387105,2013-07,156843.367811,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Julio/B-2332-jl2013.XLS,2013-07-01,2013,3,2013T3
Ago.2013,211527.71996485,2.80198571428571,3.27656563830685,144.36168867002,2013-08,160273.788857,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Agosto/B-2332-ag2013.XLS,2013-08-01,2013,3,2013T3
Sep.2013,212848.99574638,2.77866190476191,2.8308406237713,143.569144187173,2013-09,161173.406042,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Setiembre/B-2332-se2013.XLS,2013-09-01,2013,3,2013T3
Oct.2013,214697.6620623,2.76906666666667,3.0384821880728,145.182901874133,2013-10,163013.54045,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Octubre/B-2332-oc2013.XLS,2013-10-01,2013,4,2013T4
Nov.2013,219170.7555412,2.79875,2.95513866313524,147.221241795513,2013-11,167375.535469,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Noviembre/B-2332-no2013.XLS,2013-11-01,2013,4,2013T4
Dic.2013,221786.8700492,2.78564,2.85968115579219,145.966015714236,2013-12,168661.738664,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2013/Diciembre/B-2332-di2013.XLS,2013-12-01,2013,4,2013T4
Ene.2014,222513.96163796,2.80927727272727,3.06663136092894,145.063403185515,2014-01,170649.521359,16,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Enero/B-2332-en2014.XLS,2014-01-01,2014,1,2014T1
Feb.2014,224548.146316,2.81255,3.77632969464066,146.775450836488,2014-02,171529.056628,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Febrero/B-2332-fe2014.XLS,2014-02-01,2014,1,2014T1
Mar.2014,227580.51229443,2.80657142857143,3.37792817164949,145.81001242282,2014-03,173719.703956,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Marzo/B-2332-ma2014.XLS,2014-03-01,2014,1,2014T1
Abr.2014,229530.27367721,2.79444,3.52315457481135,146.393851050839,2014-04,175833.590292,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Abril/B-2332-ab2014.XLS,2014-04-01,2014,2,2014T2
May.2014,231307.79128953,2.78695238095238,3.55564442643562,145.456142971842,2014-05,176421.33337,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Mayo/B-2332-my2014.XLS,2014-05-01,2014,2,2014T2
Jun.2014,235001.421016,2.79452380952381,3.44965289777902,144.094980905035,2014-06,179901.465613,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Junio/B-2332-jn2014.XLS,2014-06-01,2014,2,2014T2
Jul.2014,237303.6787244,2.78639523809524,3.33116382681631,145.887131294091,2014-07,181106.963219,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Julio/B-2332-jl2014.XLS,2014-07-01,2014,3,2014T3
Ago.2014,239901.46023668,2.81476666666667,2.68520888934139,146.335649193581,2014-08,182924.163338,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Agosto/B-2332-ag2014.XLS,2014-08-01,2014,3,2014T3
Sep.2014,242961.97490028,2.86469545454545,2.73826215785076,146.888629947313,2014-09,184969.703224,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Setiembre/B-2332-se2014.XLS,2014-09-01,2014,3,2014T3
