,count,mean,std,min,25%,50%,75%,max
credito_sector_privado,84.0,265091.0565442534,143566.78930898535,53054.10712714667,126146.21023040169,273070.08166666667,418820.07176854636,474703.664296973
pbi_desestacionalizado,84.0,144.10759877271644,31.254068761279953,83.4196270794147,118.3654261887749,149.4611607521885,170.90363095852848,192.398666155553
inflacion_ipc,84.0,3.1433058947381145,1.8855377161061073,0.4149668804241583,1.87968992976643,2.77392574247983,3.763414185961067,8.570254856852614
tipo_cambio,84.0,3.2436492030775756,0.38009298300850164,2.5748979266347702,2.885869927660059,3.2603395310245302,3.471561807359307,4.04592064213564
creditos_sbs_millones,84.0,233896.8610899444,88221.74459900594,69657.49133333332,173873.72999999998,232608.23256366668,323655.1579899167,367405.812755
credito_privado_pct_pbi_bcrp,84.0,36.45574828151544,7.2237223815887655,21.7753266083483,31.9085696533245,39.078075216061904,40.831483168201004,51.4251839625505
